mfcc,scem,scom,srom,sbwm,tempo,rmse,Fourier1,Fourier2,Fourier3,Fourier4,Fourier5,Fourier6,Fourier7,Fourier8,Fourier9,Fourier10,Fourier11,Fourier12,Fourier13,Fourier14,Fourier15,Fourier16,Fourier17,Fourier18,Fourier19,Fourier20,Fourier21,Fourier22,Fourier23,Fourier24,Fourier25,Fourier26,Fourier27,Fourier28,Fourier29,Fourier30,Fourier31,Fourier32,Fourier33,Fourier34,Fourier35,Fourier36,Fourier37,Fourier38,Fourier39,Fourier40,Fourier41,Fourier42,Fourier43,Fourier44,Fourier45,Fourier46,Fourier47,Fourier48,Fourier49,Fourier50,Fourier51,Fourier52,Fourier53,Fourier54,Fourier55,Fourier56,Fourier57,Fourier58,Fourier59,Fourier60,Fourier61,Fourier62,Fourier63,Fourier64,momento
-14.789252444398556,1307.712330100641,22.329178190937647,2490.1123046875,941.869914728152,117.1875,0.0291251540184021,0.16097015381092206,0.07908162651035193,0.2103185408555664,0.3241558086945948,0.2424259008317877,0.7801213119667418,0.5775899925637745,0.5347653875541135,0.34859202479443524,0.0257917134641212,0.07481862783828168,0.12480916539784813,0.043798289257061584,0.061169467533795624,0.051549511661620064,0.10638294865753116,0.09923087154809004,0.032788371987493466,0.1793809248764892,0.11546431364086322,0.026063625524480882,0.12369929299055915,0.11798568242578085,0.045368569241419465,0.02422684271017692,0.0003950122718135797,0.031113063751144792,0.055631909156003335,0.057702129538337324,0.04972843338501778,0.05052042213272436,0.01608656953295824,0.011017719807568938,0.016086569532958218,0.050520422132724375,0.04972843338501783,0.057702129538337324,0.05563190915600332,0.031113063751144813,0.00039501227181357645,0.02422684271017689,0.045368569241419486,0.11798568242578082,0.12369929299055915,0.026063625524480872,0.1154643136408632,0.1793809248764892,0.03278837198749343,0.09923087154809004,0.10638294865753113,0.051549511661620064,0.06116946753379561,0.043798289257061584,0.12480916539784813,0.07481862783828169,0.025791713464121183,0.34859202479443524,0.5347653875541136,0.5775899925637745,0.7801213119667418,0.2424259008317877,0.3241558086945948,0.2103185408555664,0.07908162651035193,Lavadora
-2.99681316643804,1181.17766082575,33.46414787538059,3242.1875,1190.2819663501896,120.0,0.08573125302791595,0.1445828527212143,0.23649326564625955,1.1768595846277816,0.4895278615161213,3.031205013170468,2.945382289350799,0.8723646629948072,0.1479469500425918,0.3056631209988861,0.3065303658282381,0.23645192519172745,0.2602517246192236,0.14811317310889385,0.1816714571240451,0.16803225229435598,0.11427750640389392,0.08775140354946198,0.059509881995673274,0.07796785982222594,0.03094284382144892,0.03767635866318664,0.0731795854959074,0.18714706181040966,0.2622699270854558,0.2126222292455955,0.2859577510605281,0.8843426139105717,0.8857197578656189,0.25240735991363805,0.18558425993342897,0.04630847072937951,0.05388650727411182,0.05169666931033135,0.05388650727411177,0.04630847072937951,0.1855842599334291,0.2524073599136379,0.8857197578656187,0.8843426139105718,0.2859577510605282,0.2126222292455955,0.2622699270854558,0.1871470618104097,0.07317958549590745,0.037676358663186665,0.030942843821448858,0.07796785982222602,0.059509881995673315,0.08775140354946198,0.11427750640389395,0.16803225229435598,0.1816714571240451,0.148113173108894,0.2602517246192235,0.2364519251917274,0.3065303658282381,0.3056631209988861,0.14794695004259187,0.8723646629948072,2.9453822893507984,3.031205013170468,0.4895278615161214,1.1768595846277816,0.2364932656462595,Microondas
-2.8072769010420857,1409.4955958672413,23.275812741521968,2779.78515625,1055.7632278427013,133.92857142857142,0.09670285880565643,0.1390408573206514,1.1812258668524185,0.4233148426529476,0.4388603731807796,1.3640178957205884,0.7300815966201286,0.4106911901316453,0.08867980223542235,0.2232445778203099,0.315839071659344,0.3518722920975864,0.21270576933008853,0.18341887771826787,0.5694863173453465,0.4317692092137001,0.3747955259768784,0.4025799214999887,0.042504184217379705,0.3545392503554017,0.3971333147277925,0.23608581626512906,0.013747042604105513,0.41455735611199823,0.2728949314996213,0.2118182378547031,0.25377606146327103,0.2632457644402836,0.3687400547223317,0.4086216165025021,0.0519350463878365,0.11848204753774955,0.07362045601311494,0.06512508634477854,0.073620456013115,0.11848204753774963,0.05193504638783635,0.4086216165025021,0.3687400547223316,0.26324576444028364,0.2537760614632709,0.2118182378547031,0.2728949314996213,0.41455735611199823,0.013747042604105541,0.236085816265129,0.3971333147277926,0.3545392503554018,0.04250418421737965,0.4025799214999887,0.3747955259768784,0.4317692092137001,0.5694863173453465,0.18341887771826795,0.21270576933008845,0.3518722920975864,0.315839071659344,0.2232445778203099,0.08867980223542235,0.4106911901316453,0.7300815966201286,1.3640178957205884,0.4388603731807797,0.4233148426529476,1.1812258668524185,Aspiradora
-16.530776222549218,707.4609761006427,23.874834878772052,747.314453125,440.63755099474463,133.92857142857142,0.017682742327451706,0.07836947648320347,0.04783170180660285,0.09924403013945697,0.18138519769908354,0.5258604947758718,1.1906371340205142,0.6907255316733286,0.1094024161686074,0.093284868862085,0.07264237485740895,0.06704350595830699,0.06194280082799829,0.053082887637371436,0.04754011084221788,0.04240306378578187,0.03840956118163517,0.035200073246339836,0.03138399332056227,0.030754558312457624,0.0339700497804757,0.026705948344455457,0.02415507919106145,0.023961936972296143,0.021677017078710968,0.020253010208264532,0.016906761395674676,0.01655716205519534,0.01506748969475608,0.013531964008893326,0.011491773504227374,0.006960187733187792,0.0015708648200042632,1.509359572082758e-05,0.0015708648200042884,0.006960187733187819,0.011491773504227372,0.01353196400889333,0.015067489694756096,0.01655716205519534,0.016906761395674694,0.02025301020826453,0.02167701707871101,0.023961936972296104,0.024155079191061458,0.026705948344455447,0.03397004978047575,0.030754558312457606,0.031383993320562215,0.035200073246339836,0.03840956118163519,0.04240306378578187,0.04754011084221788,0.05308288763737142,0.06194280082799838,0.06704350595830702,0.0726423748574089,0.09328486886208502,0.10940241616860744,0.6907255316733286,1.1906371340205142,0.5258604947758718,0.1813851976990836,0.099244030139457,0.04783170180660283,Timbre
-4.882841681726656,1925.2346690141596,19.53813174717152,3061.6455078125,968.0232023463433,133.92857142857142,0.03814823180437088,0.11740724669652992,0.12679518288550948,0.06404938596973993,0.24579535175921,0.2636674770397253,0.2701525828083272,0.10514836915000599,0.2890806019724725,0.31307439489013883,0.2308298424928011,0.4505186453529903,0.19740482683299146,0.2295283426266821,0.6613617381238324,0.06987347319120425,0.6283152357657863,0.4503646897290986,0.1399967928983358,0.19930613580220333,0.1930711445106219,0.06790460532835038,0.4270680080279532,0.1595229425781284,0.4363628118256022,0.4573446057955193,0.14233051905130184,0.05511013696583972,0.07439238601937558,0.32596618804570754,0.02440922873723333,0.012572206502242616,0.034940167106651376,0.022950984741328284,0.03494016710665138,0.012572206502242632,0.0244092287372334,0.3259661880457076,0.07439238601937556,0.05511013696583972,0.14233051905130178,0.4573446057955193,0.4363628118256022,0.1595229425781284,0.4270680080279532,0.06790460532835035,0.19307114451062196,0.19930613580220333,0.13999679289833586,0.4503646897290986,0.6283152357657863,0.06987347319120421,0.6613617381238323,0.2295283426266821,0.19740482683299154,0.4505186453529903,0.2308298424928011,0.31307439489013883,0.28908060197247243,0.10514836915000596,0.2701525828083272,0.2636674770397253,0.24579535175921,0.06404938596973994,0.1267951828855095,Ducha
-6.796183893252593,2078.7855222156345,22.167782093750983,3119.9951171875,936.742805836624,133.92857142857142,0.0540519542992115,0.015534800942987204,0.09222446951834032,0.1983606399408944,0.17457692777548733,0.2779552838297503,0.2663634898490367,0.06364253686593978,0.4996158374830733,0.2858234362936136,0.6266144590853795,0.12578898039517647,0.5272644299823666,0.469686756222705,0.2094924081189523,0.6166577673638594,0.4508965145046735,0.07524952613912693,0.4955533429740999,0.6762479948484851,0.6542455221320317,0.6507492726524475,0.09060058510249236,0.8050823628511585,0.7369702867557476,0.1293167752057558,0.2682159188687837,0.4519596331735932,0.34093461951349874,0.27284549515421863,0.33927993497785186,0.2057435311541263,0.12053238385667375,0.12212110171094535,0.12053238385667375,0.2057435311541264,0.3392799349778519,0.27284549515421863,0.3409346195134987,0.4519596331735932,0.2682159188687837,0.12931677520575582,0.7369702867557476,0.8050823628511585,0.0906005851024924,0.6507492726524476,0.6542455221320316,0.676247994848485,0.4955533429740999,0.07524952613912693,0.4508965145046735,0.6166577673638592,0.2094924081189523,0.4696867562227051,0.5272644299823666,0.12578898039517647,0.6266144590853795,0.2858234362936136,0.4996158374830733,0.06364253686593972,0.2663634898490367,0.2779552838297502,0.17457692777548725,0.19836063994089428,0.09222446951834036,Afeitadora
1.288484897425178,551.6577524685551,24.91791646730573,1126.3427734375,747.6889059637027,133.92857142857142,0.2533836960792541,4.016906467732042,7.0626805162990305,7.261772977235111,3.1351764875697667,2.876158321509344,1.6525506882107333,1.0248810636340084,1.0347893286798953,0.5622416666466596,0.7947639871015564,0.7038506884991099,0.5658629343627615,0.6042419760033934,0.623995181996291,0.5092586772804939,0.4885739912344931,0.425353354527425,0.4903319618283154,0.404663230308186,0.314945644865393,0.42904650939419,0.281803740203229,0.3868910406102696,0.3677894476090156,0.3275910954973982,0.21633296311617906,0.3303568796077595,0.2565002048286004,0.3210707453017503,0.31842084476012394,0.24588451281721324,0.2465445659538176,0.2471621152944863,0.2465445659538185,0.2458845128172132,0.3184208447601238,0.32107074530175017,0.2565002048286005,0.3303568796077593,0.216332963116179,0.3275910954973982,0.3677894476090158,0.3868910406102697,0.2818037402032291,0.42904650939419003,0.3149456448653928,0.4046632303081859,0.4903319618283156,0.425353354527425,0.4885739912344928,0.509258677280494,0.6239951819962911,0.6042419760033935,0.5658629343627614,0.70385068849911,0.7947639871015564,0.5622416666466598,1.0347893286798953,1.0248810636340089,1.6525506882107328,2.876158321509344,3.1351764875697667,7.261772977235111,7.0626805162990305,Microondas
6.7138283923129185,362.70133775457083,18.927505209865853,734.7412109375,629.2284930734053,133.92857142857142,0.1806853860616684,2.7796128327026963,8.281659901737287,3.81171259985242,2.1062878443591297,1.5316587762519462,1.59924289448222,0.9675894899560428,0.9431162914445039,0.8729279281169616,0.7256939134390767,0.7223917568768805,0.6002961016211709,0.3264640314258073,0.4957052196885841,0.500027668465131,0.40240178875568144,0.4411700266355633,0.4009109281352018,0.3740750749288885,0.2672165226165588,0.3488439828743449,0.3101705179580317,0.3346687114251152,0.2530941643814257,0.2527884002571833,0.2369337759009789,0.19574684088543093,0.2436182479524327,0.21142986121596088,0.17366355265731453,0.1684054357542515,0.1685893052662531,0.17369195353239775,0.16858930526625246,0.16840543575425135,0.1736635526573144,0.21142986121596086,0.2436182479524326,0.19574684088543068,0.2369337759009792,0.2527884002571835,0.253094164381426,0.33466871142511523,0.3101705179580317,0.3488439828743449,0.2672165226165589,0.3740750749288888,0.4009109281352015,0.4411700266355633,0.4024017887556813,0.500027668465131,0.4957052196885839,0.3264640314258074,0.6002961016211709,0.7223917568768804,0.7256939134390767,0.8729279281169616,0.943116291444504,0.9675894899560428,1.5992428944822201,1.5316587762519462,2.1062878443591297,3.8117125998524206,8.281659901737287,Aire_acondicionado
-9.223480890202714,1397.3792194250532,18.783527255312066,2986.328125,1206.6531375687725,117.1875,0.00987011194229126,0.011822501197457314,0.15911875620980054,0.04135822651539022,0.01839705783547226,0.028072315460950185,0.015552120889357384,0.012127434809528916,0.007647748656473364,0.015789486186872127,0.00987473811187525,0.007383949232200822,0.008855714520116686,0.006280755523245921,0.006222846366170092,0.007426353289528834,0.0014539548584727715,0.004432757986614675,0.0008489802696593487,0.007295729334576062,0.007846578462163217,0.004928099916618277,0.013946755431834958,0.00918244354433896,0.012744695013058357,0.003074275974837001,0.0075017878428272015,0.00468940818389167,0.002614933368945788,0.002649891926432148,0.00015549595689531853,0.002620945999308868,0.0037085362952632116,0.003573725116439164,0.0037085362952632094,0.002620945999308868,0.00015549595689531653,0.002649891926432149,0.0026149333689457887,0.004689408183891673,0.0075017878428272145,0.003074275974837001,0.012744695013058364,0.00918244354433896,0.013946755431834957,0.004928099916618277,0.007846578462163219,0.007295729334576062,0.0008489802696593477,0.004432757986614675,0.0014539548584727724,0.007426353289528836,0.006222846366170094,0.006280755523245921,0.008855714520116686,0.00738394923220082,0.009874738111875257,0.015789486186872127,0.007647748656473356,0.01212743480952892,0.015552120889357387,0.028072315460950185,0.01839705783547226,0.04135822651539022,0.15911875620980054,Tecleo
-13.791779453757481,1983.0462934949207,18.644889712661108,3025.634765625,952.794578054494,117.1875,0.020069625228643417,0.0019224432835471816,0.06793107104245205,0.032356500795216084,0.07113129535791668,0.00400799198197138,0.038778522444742065,0.026565345097102268,0.013281241755472227,0.03665807683835941,0.054298112384206114,0.02206781190820041,0.07097925073993347,0.04262704026097637,0.04892329097390636,0.06374885318579343,0.0840563713405737,0.007434508723480706,0.040111775230680775,0.04504229276442072,0.044993402217859205,0.07456686121655537,0.10276810025783063,0.030960003997839474,0.061972596620709725,0.11314105255026223,0.10094723555374722,0.06465577781447705,0.07471414507505085,0.057722351533171734,0.02968590024922538,0.017348714987902785,0.002611925590137816,0.004883143228653353,0.002611925590137809,0.017348714987902785,0.029685900249225388,0.05772235153317175,0.07471414507505085,0.06465577781447705,0.10094723555374722,0.1131410525502622,0.06197259662070971,0.030960003997839474,0.10276810025783062,0.07456686121655537,0.04499340221785921,0.04504229276442072,0.04011177523068078,0.007434508723480706,0.0840563713405737,0.06374885318579343,0.048923290973906366,0.042627040260976364,0.07097925073993347,0.0220678119082004,0.054298112384206114,0.036658076838359414,0.013281241755472215,0.02656534509710226,0.038778522444742065,0.00400799198197138,0.07113129535791665,0.032356500795216084,0.06793107104245204,Tecleo
