Quote,Author,Tags,Authors_info,Wikipedia_link
Great minds have purposes; others have wishes.,Washington Irving,"Inspirational, Positive, Meaningful ","Washington Irving (April 3, 1783 – November 28, 1859) was an American short story writer, essayist, biographer, historian, and diplomat of the early 19th century.",https://en.wikipedia.org/wiki/Washington_Irving
The soul always knows what to do to heal itself. The challenge is to silence the mind,Caroline Myss,"Inspiring, Inspiration, Healing ","Caroline Myss (pronounced mace; born 1952) is an American author of numerous books and audio tapes, including five New York Times Best Sellers: Anatomy of the Spirit (1996), Why People Don't Heal and How They Can (1998), Sacred Contracts (2002), Invisible Acts of Power (2004), Entering The Castle (2007), and Defy Gravity (2009).",https://en.wikipedia.org/wiki/Caroline_Myss
"You don't have to see the whole staircase, just take the first step.","Martin Luther King, Jr.","Inspirational, Positive, Faith ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
"Don't waste a minute not being happy. If one window closes, run to the next window- or break down a door.",Brooke Shields,"Inspirational, Happy, Wise ","Brooke Christa Shields (born May 31, 1965) is an American actress and model. She was initially a child model and gained critical acclaim at age 12 for her leading role in Louis Malle's film Pretty Baby (1978), in which she played a child prostitute in New Orleans at the beginning of the 20th century.",https://en.wikipedia.org/wiki/Brooke_Shields
A good conscience is a continual Christmas.,Benjamin Franklin,"Happiness, Christmas, Sarcastic ","Benjamin Franklin  (January 17, 1706 [O.S. January 6, 1705] –  April 17, 1790) was an American polymath and one of the Founding Fathers of the United States.",https://en.wikipedia.org/wiki/Benjamin_Franklin
A mother's arms are more comforting than anyone else's.,Princess Diana,"Mothers Day, Mom, Mother Daughter ",,https://en.wikipedia.org/wiki/Princess_diana
"Laziness may appear attractive, but work gives satisfaction.",Anne Frank,"Motivational, Positive, Work ",Annelies Marie Frank (German: [anəliːs maˈʁiː ˈʔanə ˈfʁaŋk]; Dutch: [ɑnəˈlis maːˈri ˈʔɑnə ˈfrɑŋk]; 12 June 1929 – February or March 1945) was a German-born Jewish diarist.,https://en.wikipedia.org/wiki/Anne_Frank
"Before anything else, preparation is the key to success.",Alexander Graham Bell,"Success, Stress, Congratulations ","Alexander Graham Bell ('Graham' pronounced )  (March 3, 1847 – August 2, 1922) was a  Scottish-born scientist, inventor, engineer, and innovator who is credited with inventing and patenting the first practical telephone.",https://en.wikipedia.org/wiki/Alexander_Graham_Bell
Sometimes I am two people. Johnny is the nice one. Cash causes all the trouble. They fight.,Johnny Cash,"Nice, Fighting, Cash Flow ","Johnny Cash (born J.R. Cash, February 26, 1932 – September 12, 2003) was an American singer-songwriter, guitarist, actor, and author.",https://en.wikipedia.org/wiki/Johnny_Cash
"Yesterday is not ours to recover, but tomorrow is ours to win or lose.",Lyndon B. Johnson,"Inspirational, Life, Motivational ","Lyndon Baines Johnson (; August 27, 1908 – January 22, 1973), often referred to by his initials LBJ, was an American politician who served as the 36th president of the United States from 1963 to 1969. Formerly the 37th vice president of the United States from 1961 to 1963, he assumed the presidency following the assassination of President John F.",https://en.wikipedia.org/wiki/Lyndon_B._Johnson
Leadership is the capacity to translate vision into reality.,Warren G. Bennis,"Inspirational, Motivational, Leadership ",,https://en.wikipedia.org/wiki/Warren_G._Bennis
Success is getting what you want. Happiness is wanting what you get.,Dale Carnegie,"Love, Inspirational, Funny ","Dale Harbison Carnegie (; spelled Carnagey until c. 1922; November 24, 1888 – November 1, 1955) was an American writer and lecturer, and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking, and interpersonal skills.",https://en.wikipedia.org/wiki/Dale_Carnegie
If you take responsibility for yourself you will develop a hunger to accomplish your dreams.,Les Brown,"Music, Dream, Teacher ",Les Brown may refer to:,https://en.wikipedia.org/wiki/Les_Brown
"Success is having to worry about every damn thing in the world, except money.",Johnny Cash,"Money, Worry, World ","Johnny Cash (born J.R. Cash, February 26, 1932 – September 12, 2003) was an American singer-songwriter, guitarist, actor, and author.",https://en.wikipedia.org/wiki/Johnny_Cash
It does not matter how slowly you go as long as you do not stop.,Confucius,"Inspirational, Motivational, Positive ","Confucius ( kən-FEW-shəs; 551–479 BC) was a Chinese teacher, editor, politician, and philosopher of the Spring and Autumn period of Chinese history.",https://en.wikipedia.org/wiki/Confucius
No one remembers who came in second.,Walter Hagen,"Memories, Remember, Second Place ","Walter Charles Hagen (December 21, 1892 – October 6, 1969) was an American professional golfer and a major figure in golf in the first half of the 20th century.",https://en.wikipedia.org/wiki/Walter_Hagen
"When you can't make them see the light, make them feel the heat.",Ronald Reagan,"Business, Light, Politics ","Ronald Wilson Reagan (; February 6, 1911 – June 5, 2004) was an American politician who served as the 40th president of the United States from 1981 to 1989. Prior to his presidency, he was a Hollywood actor and union leader before serving as the 33rd governor of California from 1967 to 1975.",https://en.wikipedia.org/wiki/Ronald_Reagan
"The way I see it, if you want the rainbow, you gotta put up with the rain.",Dolly Parton,"Inspirational, Motivational, Positive ","Dolly Rebecca Parton (born January 19, 1946) is an American singer, songwriter, multi-instrumentalist, record producer, actress, author, businesswoman, and philanthropist, known primarily for her work in country music.",https://en.wikipedia.org/wiki/Dolly_Parton
Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.,Helen Keller,"Inspirational, Motivational, Positive ","Helen Adams Keller (June 27, 1880 – June 1, 1968) was an American author, political activist, and lecturer.",https://en.wikipedia.org/wiki/Helen_Keller
Formal education will make you a living; self-education will make you a fortune.,Jim Rohn,"Motivational, Success, Education ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
To improve is to change; to be perfect is to change often.,Winston Churchill,"Inspirational, Change, Inspiring ","Sir Winston Leonard Spencer-Churchill  (30 November 1874 – 24 January 1965) was a British politician, army officer, and writer, who was Prime Minister of the United Kingdom from 1940 to 1945 and again from 1951 to 1955. As Prime Minister, Churchill led Britain to victory in Europe in the Second World War.",https://en.wikipedia.org/wiki/Winston_Churchill
A warm smile is the universal language of kindness.,William Arthur Ward,"Inspirational, Positive, Smile ","William Arthur Ward (December 17, 1921–March 30, 1994) was an often quoted writer of inspirational maxims.More than 100 articles, poems and meditations written by Ward were published in such magazines as Reader's Digest, The Phi Delta Kappan, Science of Mind, and various Christian publications.",https://en.wikipedia.org/wiki/William_Arthur_Ward
Don't wait around for other people to be happy for you. Any happiness you get you've got to make yourself.,Alice Walker,"Happiness, Success, Being Happy ","Alice Walker (born February 9, 1944) is an American novelist, short story writer, poet, and activist. She wrote the novel The Color Purple (1982), for which she won the National Book Award for hardcover fiction, and the Pulitzer Prize for Fiction.",https://en.wikipedia.org/wiki/Alice_Walker
"I, not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead, tomorrow hasn't arrived yet. I have just one day, today, and I'm going to be happy in it.",Groucho Marx,"Inspirational, Happiness, Happy ","Julius Henry ""Groucho"" Marx (; October 2, 1890 – August 19, 1977) was an American comedian, writer, stage, film, radio, and television star.",https://en.wikipedia.org/wiki/Groucho_Marx
The object of war is not to die for your country but to make the other bastard die for his.,George S. Patton,"Country, Military, War ","George Smith Patton Jr. (November 11, 1885 – December 21, 1945) was a General of the United States Army who commanded the U.S.",https://en.wikipedia.org/wiki/George_S._Patton
Don't be pushed by your problems. Be led by your dreams.,Ralph Waldo Emerson,"Inspirational, Positive, Dream ","Ralph Waldo Emerson (May 25, 1803 – April 27, 1882) was an American essayist, lecturer, philosopher, and poet who led the transcendentalist movement of the mid-19th century.",https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
"Our prime purpose in this life is to help others. And if you can't help them, at least don't hurt them.",Dalai Lama,"Inspirational, Life, Motivational ","Dalai Lama (UK: , US: ; Standard Tibetan: ཏཱ་ལའི་བླ་མ་, Tā la'i bla ma [táːlɛː láma]) is a title given by the Tibetan people for the foremost spiritual leader of the Gelug or ""Yellow Hat"" school of Tibetan Buddhism, the newest of the classical schools of Tibetan Buddhism.",https://en.wikipedia.org/wiki/Dalai_Lama
The amount of good luck coming your way depends on your willingness to act.,Barbara Sher,"Good Luck, Lucky, Way ","Barbara Sher (born 14 August 1935) is a speaker, career/lifestyle coach, and author. Her books have sold millions of copies and been translated into many languages.",https://en.wikipedia.org/wiki/Barbara_Sher
How people treat you is their karma; how you react is yours.,Wayne Dyer,"Inspirational, Life, Karma ","Wayne Walter Dyer (May 10, 1940 – August 29, 2015) was an American self-help author and a motivational speaker.",https://en.wikipedia.org/wiki/Wayne_Dyer
"Live without pretending, love without depending, listen without defending, speak without offending.",Drake (musician),"Life, Humble, Positivity ","Aubrey Drake Graham (born October 24, 1986) is a Canadian rapper, singer, songwriter, record producer, actor, and entrepreneur.",https://en.wikipedia.org/wiki/Drake_(musician)
"If winning isn't everything, why do they keep score?",Vince Lombardi,"Softball, Sports, Athlete ","Vincent Thomas Lombardi (June 11, 1913 – September 3, 1970) was an American football player, coach, and executive in the National Football League (NFL).",https://en.wikipedia.org/wiki/Vince_Lombardi
