Year,Date,Country,Sex,Age,Fatal_Y/N,Activity,Type,Injury
2012,16-May-12,Fiji,M,20,N,Spearfishing,Unprovoked,Lacerations to head
2012,12-May-12,Usa,M,30,N,Kayaking / Fishing,Unprovoked,"No injury, kayaker fell in the water when kayak bitten by a shark"
2012,09-May-12,Usa,F,47,N,Swimming,Unprovoked,Upper left thigh bitten
2012,06-May-12,Usa,F,15,N,Paddle boarding,Unprovoked,"No injury, shark bit paddleboard"
2012,19-Apr-12,Usa,M,28,N,Surfing,Unprovoked,Lacerations to hand
2012,19-Apr-12,South Africa,M,20,Y,Body boarding,Unprovoked,FATAL
2012,11-Apr-12,Australia,M,27,N,Kayaking,Unprovoked,Minor wound to his thigh when shark bit kayak
2012,03-Apr-12,Usa,M,28,N,Surfing,Unprovoked,Lacerations to left foot
2012,Apr-13,Usa,M,,N,,Unprovoked,Right shin bitten
2012,31-Mar-12,Australia,M,33,Y,Scuba diving,Unprovoked,FATAL
2012,24-Mar-12,Usa,M,21,N,Surfing,Unprovoked,Minor lacerations to foot
2012,22-Mar-12,Australia,Unknown,,N,Crayfishing,Boat,"No injury to occupants. Shark bit propelle, rope & crayfish float"
2012,20-Mar-12,Australia,M,20,N,Surfing,Unprovoked,Lacerations to left calf
2012,15-Mar-12,Usa,M,61,N,Surfing,Unprovoked,Left forearm bitten
2012,14-Mar-12,Usa,F,15,N,Surfing,Unprovoked,Bitten on ankle
2012,14-Mar-12,Usa,M,17,N,Surfing,Unprovoked,Bitten on calf
2012,06-Mar-12,New Zealand,M,,N,Surfing,Unprovoked,Lacerations to left calf
2012,06-Mar-12,Australia,F,34,N,"Diving, feeding sharks",Provoked,Superficial lacerations to right side of face PROVOKED ACCIDENT
2012,05-Mar-12,Reunion,M,31,N,Body boarding,Unprovoked,"No injury, board bitten"
2012,04-Mar-12,Usa,M,19,N,Kite Surfing,Unprovoked,Lacerations to left calf
2012,03-Mar-12,Saudi Arabia,M,42,N,Attempting to Kite surf from Egypt to Saudi Arabia,Invalid,Harassed by sharks but not injured by them
2012,01-Mar-12,Chile,M,,N,Fishing (illegally),Provoked,Hand injured PROVOKED INCIDENT
2012,26-Feb-12,Usa,M,,N,Kite Surfing,Provoked,Laceration to right foot when he struck a shark PROVOKED INCIDENT
2012,25-Feb-12,Australia,M,,N,Fishing,Unprovoked,Laceration to left foot
2012,20-Feb-12,South Africa,Unknown,,N,Fishing,Boat,"No injury to occupants, boat damaged"
2012,06-Feb-12,Australia,M,29,N,Surfing,Unprovoked,"No injury, but fin lost from surfboard"
2012,Reported 22-Jan-2012,Bahamas,M,,N,"Diving, photographing sharks",Unprovoked,"No injury, shark grabbed his camera"
2012,27-Jan-12,Usa,Unknown,,N,Snorkeling,Unprovoked,"No injury, shark bit swim fin"
2012,19-Jan-12,Australia,M,26,N,Snorkeling,Unprovoked,Lacerations to right forearm
2012,18-Jan-12,Taiwan,M,24,N,Fishing,Provoked,Bitten on left thigh     PROVOKED ACCIDENT
2012,18-Jan-12,Australia,M,44,N,Surfing,Unprovoked,Lacerations to thigh
2012,15-Jan-12,South Africa,M,25,Y,Swimming,Unprovoked,FATAL
2012,13-Jan-12,Usa,M,53,N,Surfing,Unprovoked,"No injury, surfboard damaged"
2012,03-Jan-12,Australia,M,28,N,Surfing,Unprovoked,Right forearm and wrist injured
2012,02-Jan-12,Australia,M,34,N,Spearfishing,Unprovoked,"No injury, punctures to swim fin"
2011,31-Dec-11,Usa,M,,N,,Unprovoked,Hand injured
2011,Reported 26-Dec-2011,Antigua,M,,N,Swimming,Invalid,Bitten on right hand & wrist
2011,25-Dec-11,Ecuador,M,23,N,Surfing,Unprovoked,Lacerations to left thigh and calf
2011,23-Dec-11,Usa,M,27,N,Surfing,Unprovoked,Laceration to ankle
2011,21-Dec-11,Usa,M,,N,Canoeing,Provoked,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT"
2011,21-Dec-11,South Africa,M,35,N,Kayak Fishing,Unprovoked,No injury but kayak dented
2011,11-Dec-11,Australia,M,51,N,Surfing,Unprovoked,5 puncture wounds to thigh
2011,07-Dec-11,South Africa,M,,N,Surf skiing ,Invalid,"No injury, ski damaged"
2011,07-Dec-11,Australia,M,14,N,Surfing,Unprovoked,Minor injuries to left leg 
2011,06-Dec-11,Usa,F,,N,Surfing,Unprovoked,Minor injury to calf 
2011,05-Dec-11,Australia,Unknown,,Y,Spearfishing,Invalid,Killed by a shark or crocodile.
2011,02-Dec-11,Australia,M,63,N,Surfing,Unprovoked,Torn shoulder ligament as result of collision with shark
2011,29-Nov-11,Indonesia,M,18,N,Surfing,Unprovoked,Lacerations to right hand
2011,28-Nov-11,Australia,M,10,N,Swimming,Unprovoked,Puncture marks to foot
2011,22-Nov-11,Usa,M,,N,Kayaking,Unprovoked,"No injury, kayak bitten"
2011,Reported 20-Nov-2011,Papua New Guinea,M,,N,Scuba diving,Unprovoked,"No injury, shark collided with diver"
2011,12-Nov-11,Brazil,M,35,N,Surfing,Unprovoked,Legs bitten
2011,11-Nov-11,Reunion,M,42,N,Free diving / spearfishing,Unprovoked,Left foot bitten
2011,  29-Oct-2011,Usa,M,27,N,Surfing,Unprovoked,"Lacerations to right wrist, foream & neck"
2011,Reported 28-Oct-2011,Scotland,M,26,N,Surfing,Unprovoked,"No injury, shark bumped leg & board. "
2011,  29-Oct-2011,South Africa,Unknown,,N,Diving,Provoked,Arm bitten by captive shark PROVOKED INCIDENT
2011,22-Oct-11,Australia,M,32,Y,Diving,Unprovoked,FATAL
2011,20-Oct-11,Usa,M,41,N,Surfing,Unprovoked,"No injury, shark bit surfboard"
2011,19-Oct-11,Australia,M,50,N,Diving,Unprovoked,Small bruise to calf
2011,11-Oct-11,Usa,M,,N,Surfing,Unprovoked,Foot bitten
2011,10-Oct-11,Usa,M,,N,Surfing,Unprovoked,No injury
2011,09-Oct-11,Australia,M,64,Y,Swimming,Unprovoked,FATAL
2011,05-Oct-11,Reunion,M,51,N,Canoeing,Boat,No injury to occupant
2011,02-Oct-11,Usa,M,,N,Wade fishing,Unprovoked,Minor injury to thigh
2011,01-Oct-11,Usa,M,29,N,,Unprovoked,Lacerations to right wrist and middle finger
2011,30-Sep-11,Usa,M,27,N,Surfing,Invalid,Lacerations to lower right leg 
2011,28-Sep-11,Dominican Republic,M,48,N,Fishing,Provoked,Severe injuries to left arm PROVOKED INCIDENT
2011,28-Sep-11,South Africa,M,43,N,Swimming,Unprovoked,"Right leg severed, left leg lacerated"
2011,24-Sep-11,Usa,M,21,N,Spearfishing,Unprovoked,Laceration to left thigh
2011,24-Sep-11,Usa,M,5,N,Jumping in the waves,Unprovoked,Laceration to left thigh
2011,20-Sep-11,Usa,M,,N,Canoeing,Boat,"No injury, canoe bitten by shark"
2011,19-Sep-11,Reunion,M,38,Y,Body boarding,Unprovoked,FATAL
2011,17-Sep-11,Kenya,M,17,Y,Swimming,Unprovoked,FATAL
2011,16-Sep-11,Usa,M,25,N,Surfing,Unprovoked,Lacerations to arm
2011,11-Sep-11,Usa,M,37,N,Surfing,Unprovoked,"No injury, board bitten"
2011,11-Sep-11,Papua New Guinea,M,30,N,Kite Surfing,Unprovoked,Lacerations to right leg
2011,04-Sep-11,Usa,Unknown,,N,Surfing,Unprovoked,"No injury, shark bit surfboard"
2011,04-Sep-11,Australia,M,21,Y,Body boarding,Unprovoked,FATAL
2011,02-Sep-11,Usa,M,19,N,Surfing,Unprovoked,Lacerations to ankle & foot
2011,31-Aug-11,Usa,M,19,N,Surfing,Unprovoked,Lacerations to lower leg
2011,28-Aug-11,Australia,M,48,Y,Swimming,Invalid,FATAL
2011,28-Aug-11,Usa,F,39,N,Wade Fishing,Unprovoked,"Lacerations to anterior left shin, abrasion to posteior right leg"
2011,26-Aug-11,Russia,M,,N,"Standing, collecting sea stars",Unprovoked,Superficial laceration to shoulder
2011,24-Aug-11,Usa,M,21,N,Surfing,Unprovoked,Lacerations to foot
2011,24-Aug-11,Usa,M,10,N,,Unprovoked,Heel bitten
2011,23-Aug-11,South Africa,M,49,Y,Surfing,Unprovoked,FATAL
2011,18-Aug-11,Russia,M,16,N,Swimming,Unprovoked,"Lacerations to hip, thigh and knee"
2011,17-Aug-11,Usa,F,20s,N,Wading,Unprovoked,Lacerations to foot
2011,17-Aug-11,Usa,M,12,N,,Invalid,Abrasions to left hand
2011,17-Aug-11,Russia,M,25,N,Swimming,Unprovoked,Hands severed
2011,16-Aug-11,French Polynesia,M,32,N,Surfing,Unprovoked,"No injury, board bitten"
2011,16-Aug--2011,Usa,M,27,N,Floating ,Unprovoked,Lacerations to  lower right leg and foot
2011,16-Aug-11,Seychelles,M,30,Y,Swimming or Snorkeling,Unprovoked,FATAL
2011,15-Aug-11,Usa,M,7,N,Playing in the surf,Invalid,Puncture wounds to foot
2011,11-Aug--2011,Usa,M,54,N,Swimming,Unprovoked,Lower right leg bitten
2011,01-Aug-11,Seychelles,M,36,Y,Diving,Unprovoked,FATAL
2011,31-Jul-11,Brazil,M,14,Y,Swimming,Invalid,Cause of death may have been drowning; remains scavenged by sharks
2011,30-Jul-11,Philippines,M,43,N,Sea disaster,Sea Disaster,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.
2011,25-Jul-11,Usa,M,,N,Wade Fishing,Unprovoked,"No injury, shark bit boot"
2011,22-Jul-11,South Africa,M,29,N,Surfing,Unprovoked,Upper left arm & right leg bitten
2011,19-Jul-11,Usa,F,6,N,Boogie Boarding,Unprovoked,Lower right leg & foot bitten
2011,15-Jul-11,Reunion,M,,N,Kayaking or Wave skiing,Unprovoked,No injury
2011,13-Jul-11,Usa,M,,N,Surf fishing,Unprovoked,Lacerations to left foot
2011,13-Jul-11,Bahamas,M,54,N,Scuba diving,Unprovoked,Injuries to arm
2011,07-Jul-11,Usa,M,12,N,Swimming,Unprovoked,Foot bitten
2011,07-Jul-11,Usa,M,14,N,Wade Fishing,Unprovoked,Lacerations to right foot
2011,06-Jul-11,Reunion,M,16,N,Surfing,Unprovoked,Minor injuries: scratches on nose & ankle. Board broken in two
2011,05-Jul-11,Columbia,M,17,N,Kayaking,Unprovoked,"Right arm bitten, defense wounds to left hand"
2011,30-Jun-11,Turks & Caicos,M,28,N,Snorkeling,Unprovoked,Lacerations to left shoulder and back
2011,29-Jun-11,Brazil,M,21,N,Surfing,Unprovoked,Lacerations to right thigh
2011,28-Jun-11,South Africa,M,22,N,Scuba diving,Unprovoked,Lacerations to left leg and hands
2011,26-Jun-08,Usa,F,10,N,Playing in the surf,Unprovoked,Ankle bitten
2011,24-Jun-11,Usa,M,,N,Surfing,Unprovoked,Shark leapt onto surfboard; surfer uninjured 
2011,21-Jun-11,Usa,M,20,N,Jet skiing,Unprovoked,Lacerations to foot and ankle
2011,19-Jun-11,Turks & Caicos,M,35,N,Spearfishing,Unprovoked,Right calf bitten
2011,19-Jun-11,Costa Rica,M,15,Y,Surfing,Unprovoked,FATAL
2011,15-Jun-11,Reunion,M,31,Y,Boogie Boarding,Unprovoked,FATAL
2011,Reported 14-Jun-2011,United Kingdom,Unknown,,N,Fishing,Boat,"No injury, shark slammed into boat"
2011,12-Jun-11,Usa,M,28,N,Scuba diving,Unprovoked,Lacerations to right calf
2011,Reported 06-Jun-2011,Columbia,M,24,N,Spearfishing,Unprovoked,Injuries to right hand and forearm
2011,06-Jun-11,Usa,M,28,N,Spearfishing,Unprovoked,"No injury, minor damage to wetsuit"
2011,06-Jun-11,Usa,M,19,N,Wading,Unprovoked,Puncture wound to calf
2011,01-Jun-11,Malaysia,F,,N,Snorkeling,Unprovoked,Laceration to dorsum of right foot
2011,30-May-11,Usa,F,22,N,Standing or boogie boardin,Unprovoked,Lacerations & punctures to right thigh 
2011,29-May-11,South Africa,M,33,N,Surfing,Unprovoked,"No injury, board bumped by shark"
2011,25-May-11,Usa,F,,N,Surfing,Unprovoked,"No injury, board bitten"
2011,22-May-11,Usa,F,,N,Paddle boarding,Unprovoked,"No injury, board bitten"
2011,21-May-11,New Caledonia,M,15,Y,Kite Boarding,Unprovoked,"Thigh bitten, FATAL"
2011,21-May-11,South Africa,M,28,Y,Spearfishing,Unprovoked,"Thigh bitten, FATAL"
2011,13-May-11,Usa,M,86,N,Body surfing,Unprovoked,Lacerations to left foot & ankle
2011,13-May-11,Usa,M,37,N,Surfing,Unprovoked,Minor injury; puncture wounds to calf
2011,10-May-11,Usa,M,,N,Fishing ,Provoked,Laceration to arm by captive shark PROVOKED INCIDENT
2011,Reported 07-May-2011,United Arab Emirates (Uae),M,43,N,Fishing ,Invalid,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman"
2011,04-May-11,South Africa,M,37,N,Spearfishing,Unprovoked,Calf bitten
2011,26-Apr-11,Usa,M,32,N,Spearfishing,Unprovoked,Calf bitten
2011,23-Apr-11,Australia,M,17,N,Washing sand off a speared fish,Unprovoked,Heel bitten
2011,22-Apr-11,Usa,M,49,N,Surfing ,Unprovoked,Minor puncture wounds
2011,16-Apr-11,New Zealand,M,41,N,Surfing,Unprovoked,Puncture to left hand
2011,13-Apr-11,Indonesia,M,,N,Surfing,Unprovoked,Lacerations to forearm
2011,08-Apr-11,Fiji,M,27,N,Diving,Unprovoked,Minor injuries to left leg and hand
2011,Reported 29-Mar-2011,Usa,M,,N,"Standing, holding shark pup",Provoked,Minor laceration to shoulder from captive shark PROVOKED INCIDENT
2011,24-Mar-11,Mexico,F,,N,Swimming,Unprovoked,Lower leg & foot bitten
2011,23-Mar-11,Australia,M,48,N,Surfing,Unprovoked,Severe injury to left forearm
2011,21-Mar-11,Mexico,M,46,N,Swimming,Unprovoked,Right foot bitten
2011,21-Mar-11,Fiji,M,30,N,Diving / fishing,Unprovoked,"Left forearm severely bitten, surgically amputated"
2011,16-Mar-11,Australia,F,24,N,Wakeboarding,Unprovoked,"Severe injuries to head, neck, shoulder & upper left arm"
2011,Reported 10-Mar-2010,Egypt,F,,N,,Invalid,"Apparent drowning, and subsequent scavenging by 16' tiger shark"
2011,10-Mar-11,Australia,M,,N,Surfing,Unprovoked,"No injury, surboard broken"
2011,Reported 28-Feb-2011,Australia,M,36,N,Fishing,Provoked,Lacerations to right hand by hooked shark PROVOKED INCIDENT
2011,23-Feb-11,New Caledonia,M,21,N,Spearfishing,Unprovoked,Lacerations to left forearm
2011,18-Feb-11,Reunion,M,32,N,Surfing,Unprovoked,Left leg severed at the knee
2011,17-Feb-11,Australia,M,49,Y,Diving for abalone,Unprovoked,FATAL
2011,13-Feb-11,Australia,M,,N,Fishing,Provoked,Lacerations to calf by hooked shark PROVOKED INCIDENT
2011,12-Feb-11,Australia,M,58,N,Snorkeling,Unprovoked,Arm bitten
2011,Reported 04-Feb-2011,Mexico,M,,N,Shark fishing on the Ricardo Astorga,Provoked,Left foot bitten PROVOKED INCIDENT
2011,02-Feb-11,South Africa,M,37,N,Surf fishing,Unprovoked,Right leg bitten
2011,31-Jan-11,Mexico,F,38,N,Swimming,Unprovoked,"Leg, forearm & hand severely bitten"
2011,28-Jan-11,Mexico,M,25,N,Shark fishing on the Don Agust\EDn-VI. ,Provoked,Left eg bitten PROVOKED INCIDENT
2011,26-Jan-11,Bahamas,M,55,N,Scuba diving,Unprovoked,Arm bitten 
2011,20-Jan-11,Australia,F,7,N,Swimming,Invalid,Lacerations to both legs
2011,15-Jan-11,South Africa,M,16,Y,Surfing,Unprovoked,FATAL
2011,Reported 12-Jan 2011,Mexico,M,37,N,Attempting to fix motor,Unprovoked,Bitten on leg and groin
2011,03-Jan-11,Australia,Unknown,,N,Fishing,Boat,"No injury, shark nudged boat and bit propeller"
2010,26-Dec-10,Usa,M,16,N,Body boarding,Unprovoked,"Lacerations to his lower left leg, calf, foot & ankle"
2010,17-Dec-10,Fiji,M,,N,Surfing,Unprovoked,Lacerations to  foot
2010,11-Dec-10,Usa,M,46,N,Surfing,Unprovoked,Lacerations to right foot
2010,05-Dec-10,Egypt,F,70,Y,Snorkeling,Unprovoked,FATAL
2010,Reported 03-Dec-2010,Indonesia,M,,N,Surfing,Unprovoked,Lacerations to right hand
2010,01-Dec-10,Egypt,M,54,N,Snorkeling,Unprovoked,Both arms severely bitten
2010,01-Dec-10,Egypt,M,46,N,Snorkeling,Unprovoked,Lacerations to right leg
2010,30-Nov-10,Egypt,F,70,N,Snorkeling,Unprovoked,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)"
2010,30-Nov-10,Egypt,F,48,N,Snorkeling,Unprovoked,Foot and arm bitten
2010,Reported 27-Nov-2010,Samoa,M,47,N,Fishing,Unprovoked,Serious wounds to chest
2010,27-Nov-10,Australia,M,,Y,Swimming,Invalid,Death may have been due to drowning
2010,19-Nov-10,Usa,M,33,N,Snorkeling,Provoked,Head bitten by netted shark PROVOKED INCIDENT
2010,15-Nov-10,Dominican Republic,M,21,Y,Diving,Unprovoked,FATAL
2010,14-Nov-10,Indonesia,M,,N,Surfing,Unprovoked,Hand bitten 
2010,Reported 12-Nov-2010,Australia,M,,N,Fishing,Boat,No injury to occupant. Shark rammed bottom of the boat
2010,30-Oct-10,Australia,F,20,N,Snorkeling,Unprovoked,Torso and left buttock bitten
2010,Reported 28-Oct-2010,Australia,M,,N,Spearfishing,Unprovoked,"No injury, shark head-butted diver's thigh"
2010,28-Oct-10,Usa,M,,N,Surfing,Unprovoked,No injury to surfer
2010,25-Oct-10,Azores,M,,N,Fishing,Provoked,PROVOKED INCIDENT?  
2010,23-Oct-10,Usa,M,30,N,Scuba diving,Unprovoked,"No injury to diver, shark bit his video camera"
2010,23-Oct-10,Australia,M,14,N,Kite Surfing,Unprovoked,Lacerations to lower right leg
2010,22-Oct-10,Usa,M,19,Y,Body boarding,Unprovoked,FATAL
2010,20-Oct-10,Egypt,F,,N,Snorkeling,Unprovoked,Multiple lacerations to left leg and foot
2010,09-Oct-10,Australia,M,22,N,Surfing,Unprovoked,Foot bitten
2010,02-Oct-10,Bahamas,M,,N,Snorkeling,Unprovoked,Calf bitten
2010,02-Oct-10,Bahamas,F,,N,Surfing,Unprovoked,Bitten between left ankle & knee
2010,01-Oct-10,South Africa,M,Teen,N,Surfing,Unprovoked,3 lacerations to foot
2010,27-Sep-10,Usa,M,29,N,Surfing,Unprovoked,"No injury, surfboard rammed"
2010,24-Sep-10,Usa,M,18,N,Surfing,Unprovoked,Bite to left ankle and knee
2010,21-Sep-10,South Africa,M,29,Y,Swimming,Unprovoked,FATAL
2010, 13-Sep-2010,Australia,M,15,N,Surfing,Unprovoked,Lacerations and puncture wounds to leg and foot
2010,07-Sep-10,Usa,M,27,N,Swimming,Unprovoked,Lacerations to left wrist
2010,Reported 06-Sep-2010,Tonga,M,24,N,Swimming /  Whale Watching,Unprovoked,Puncture wounds to right foot
2010, 04-Sep-2010,Usa,M,,N,Surfing,Unprovoked,"No injury, shark charged surfboard"
2010,03-Sep-10,Usa,M,24,N,Surfing,Unprovoked,Lacerations to right  hand 
2010,03-Sep-10,Usa,M,24,N,Surfing,Unprovoked,Left thigh bitten
2010,02-Sep-10,Solomon Islands,M,34,N,,Unprovoked,Lacerations to face and neck
2010,29-Aug-10,Bahamas,M,43,Y,Swimming after boat became disabled,Invalid,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning"
2010,18-Aug-10,Usa,M,10,N,Boogie Boarding,Unprovoked,Minor injuries to foot
2010,17-Aug-10,Australia,M,31,Y,Surfing,Unprovoked,FATAL
2010,14-Aug-10,Usa,M,45,N,Kayak Fishing,Unprovoked,"No injury, kayak bitten"
2010,10-Aug-10,Australia,F,,N,Fishing,Provoked,Leg bitten by hooked shark PROVOKED INCIDENT
2010,10-Aug-10,South Korea,F,16,N,Swimming,Unprovoked,Lacerations to left lower leg
2010,08-Aug-10,Australia,M,47,N,Surfing,Unprovoked,Left foot bitten
2010,07-Aug-10,Usa,M,25,N,Surfing,Unprovoked,Left foot bitten
2010,07-Aug-10,Malta,M,35,N,Windsurfing,Unprovoked,"No injury, sail bitten"
2010,05-Aug-10,Usa,F,,N,Swimming,Invalid,Minor abrasions to legs when she was lifted on the back of a large marine animal
2010,02-Aug-10,Usa,M,,N,Kayaking,Unprovoked,"No injury, kayak bitten"
2010,02-Aug-10,Usa,F,37,N,Standing,Unprovoked,Lacerations to forearm
2010,25-Jul-10,Usa,M,16,N,Standing,Unprovoked,Lacerations to right lower leg
2010,23-Jul-10,Usa,M,20,N,Surfing,Unprovoked,Left foot bitten
2010,19-Jul-10,Usa,M,10,N,Swimming,Unprovoked,Minor lacerations to left calf
2010,17-Jul-10,Usa,F,13,N,Swimming,Unprovoked,Lacerations to right forearm
2010,17-Jul-10,Usa,M,55,N,Surfing,Unprovoked,Minor lacerations to right foot
2010,16-Jul-10,Spain,M,9,N,Swimming,Provoked,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT
2010,16-Jul-10,Usa,M,,N,Fishing,Unprovoked,Leg bitten
2010,11-Jul-10,Usa,M,,N,Fishing,Provoked,Small laceration to forearm from netted shark  PROVOKED INCIDENT
2010,04-Jul-10,South Africa,F,21,N,Snorkeling,Unprovoked,Left leg bitten
2010,03-Jul-10,Usa,M,20,N,Fishing,Provoked,Laceration to right bicep by hooked shark PROVOKED INCIDENT
2010,02-Jul-10,Usa,M,19,N,Surfing,Unprovoked,Laceration to left foot
2010,02-Jul-10,Usa,M,48,N,Stand-Up Paddleboarding,Unprovoked,"No injury, board bumped by shark"
2010,27-Jun-10,Usa,M,20,N,Surfing,Unprovoked,Lacerations to right foot
2010,25-Jun-10,Usa,F,6,N,Boogie Boarding,Unprovoked,Laceration to leg
2010,25-Jun-10,Usa,F,13,N,Swimming,Unprovoked,Laceration to left foot
2010,15-Jun-10,Vietnam,M,17,N,Swimming,Unprovoked,Laceration to left foot
2010,10-Jun-10,Usa,F,18,N,Boogie Boarding,Unprovoked,Lacerations to left calf and foot
2010,06-Jun-10,Australia,M,40,N,Surfing,Unprovoked,Severe laceration to right knee
2010,Jun-10,Usa,M,20,N,Surfing,Unprovoked,Lacerations to left foot
2010,30-May-10,Usa,M,49,N,Fishing,Provoked,Laceration to left calf by hooked shark PROVOKED INCIDENT
2010,18-May-10,Vietnam,F,58,N,Rescuing,Unprovoked,Minor laceration to leg
2010,18-May-10,Vietnam,F,60,N,Swimming,Unprovoked,Severe lacerations to left foot
2010,18-May-10,Australia,M,,N,Surfing,Unprovoked,Superficial lacerations to lower left leg
2010,03-May-10,Madagascar,M,59,N,Scuba diving,Unprovoked,Lacerations to arm & chest
2010,01-May-10,Usa,F,10,N,Wading,Unprovoked,Minor puncture wounds to right ankle
2010,28-Apr-10,Usa,M,29,N,Measuring sharks,Provoked,Arm bitten PROVOKED INCIDENT 
2010,19-Apr-10,Usa,M,68,N,Surfing,Unprovoked,"No injury, surfboard bitten"
2010,13-Apr-10,South Africa,M,35,N,Surfing,Unprovoked,Both feet bitten
2010,04-Apr-10,Egypt,M,24,N,Swimming / treading water,Unprovoked,Lacerations to left ankle and foot
2010, 27-Mar-2010,Reunion,M,34,N,Surfing,Unprovoked,"No injury, board bitten"
2010,190Feb-2010,New Zealand,M,,N,Swimming,Unprovoked,Bruised but otherwise unhurt
2010,16-Feb-10,South Africa,M,,N,Surfing,Unprovoked,Lacerations to right leg
2010,15-Feb-10,Fiji,M,19,Y,Scuba diving,Unprovoked,FATAL
2010,13-Feb-10,Australia,F,60,N,Snorkeling,Unprovoked,Lacerations to legs & buttocks
2010,11-Feb-10,Australia,M,46,N,Surfing,Unprovoked,"Minor injury, lacerations to left lower leg"
2010,Reported 06-Feb-2010,New Zealand,M,,N,Spearfishing,Provoked,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT"
2010,06-Feb-10,Australia,M,18,N,Body boarding,Unprovoked,"No injury, shark & board collided"
2010,06-Feb-10,Usa,M,,N,Surf fishing / wading,Provoked,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT
2010,04-Feb-10,Guam,M,31,Y,Spearfishing (free diving),Invalid,Shark bites were post-mortem
2010,03-Feb-10,Usa,M,38,Y,Kite Boarding,Unprovoked,FATAL
2010,01-Feb-10,New Zealand,F,14,N,Boogie Boarding,Provoked,Stepped on shark PROVOKED INCIDENT
2010,31-Jan-10,Brazil,M,29,N,Surfing,Unprovoked,Foot bitten
2010,27-Jan-10,Australia,M,,N,Surfing,Unprovoked,"No injury, surfboard bitten"
2010,22-Jan-10,United Arab Emirates (Uae),M,54,N,Surfing,Unprovoked,Laceration to bottom of foot
2010,22-Jan-10,Australia,M,,N,Surfing,Unprovoked,Lacerations to right hand 
2010,12-Jan-10,South Africa,M,37,Y,Standing,Unprovoked,FATAL
2010,09-Jan-10,Australia,F,9,N,Snorkeling,Unprovoked,2 sets of minor lacerations below her right knee
2010,09-Jan-10,Vietnam,F,,N,,Unprovoked,Minor injuries
2010,09-Jan-10,Vietnam,M,,N,,Unprovoked,Right wrist bitten
2010,09-Jan-10,Vietnam,M,,N,Bathing,Unprovoked,Left arm bitten twice
2010,06-Jan-10,Usa,M,32,N,Spearfishing,Unprovoked,Lacerations to  arm
2010,05-Jan-10,South Africa,M,,N,Surfing,Unprovoked,"No injury, reportedly knocked of his board by a shark"
2009,29-Dec-09,South Africa,M,20,N,Wading,Unprovoked,Lacerations to  left foot
2009,26-Dec-09,Australia,M,55,N,Swimming,Provoked,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT
2009,22-Dec-09,Mozambique,M,27,N,Swimming,Unprovoked,Multiple lacerations to right torso & arm. Defense wounds on  hands
2009,20-Dec-09,Australia,M,,N,Kayaking,Boat,"No injury to occupants, kayak bumped by shark"
2009,20-Dec-09,Australia,M,18,N,Spearfishing,Unprovoked,Lacerations to hand & forearm
2009,18-Dec-09,South Africa,M,22,Y,Paddling on kneeboard,Unprovoked,FATAL
2009,18-Dec-09,South Africa,M,,N,Surfing,Invalid,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda"
2009,16-Dec-09,New Zealand,M,24,Y,Swimming to shore from capsized kayak,Unprovoked,FATAL
2009,13-Dec-09,Australia,M,39,N,Surfing,Unprovoked,Laceration to big toe
2009,12-Dec-09,Australia,Unknown,,N,Rowing,Boat,No injury to occupants; shark bit steering oar
2009,05-Dec-09,Usa,M,58,N,Diving,Provoked,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT
2009,25-Nov-09,Usa,M,49,N,Surfing,Invalid,Puncture wounds to right foot
2009,24-Nov-09,Usa,M,10,N,Wading,Unprovoked,Left foot bitten
2009,16-Nov-09,Usa,M,31,N,Fishing,Unprovoked,Puncture wounds and minor lacerations to dorsal surface of his left hand
2009,16-Nov-09,Usa,M,22,N,Surfing,Unprovoked,Foot bitten
2009,13-Nov-09,Usa,F,27,N,Surfing,Unprovoked,Foot bitten
2009,11-Nov-09,Usa,M,18,N,Surfing,Unprovoked,Foot bitten
2009,08-Nov-09,Australia,M,25,N,Kayaking,Unprovoked,Ankle bitten
2009,05-Nov-09,Usa,M,21,N,Surfing,Unprovoked,"No injury, board broken in half"
2009,30-Oct-09,Australia,M,27,N,Kayaking,Unprovoked,"No injury, shark bit kayak"
2009,Reported 29-Oct-2009,Mozambique,M,,N,Spearfishing,Unprovoked,Left ankle & foot bitten
2009,28-Oct-09,Australia,F,17,N,Paddle-boarding,Unprovoked,"No injury, shark bit rear of paddleboard"
2009,24-Oct-09,Usa,M,,N,Surfing,Unprovoked,"3 puncture wounds to big toe of left foot, and laceration on arch of foot"
2009,19-Oct-09,Usa,M,54,N,Surfing,Unprovoked,Bitten on upper right thigh & right ankle
2009,18-Oct-09,Panama,F,10,N,Wading,Unprovoked,Arm & torso bitten
