Year,Date,Country,Sex,Age,Fatal_Y/N,Activity,Type,Injury
1990,08-Jul-90,Usa,M,17,N,Surfing,Unprovoked,Minor injury to left ankle & foot
1990,24-Jun-90,South Africa,F,21,Y,Scuba diving (but on surface),Unprovoked,"FATAL, thigh bitten  "
1990,23-Jun-90,Bahamas,M,38,N,Spearfishing,Unprovoked,Left forearm bitten
1990,13-May-90,South Africa,Unknown,,N,Fishing,Provoked,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT"
1990,10-May-90,Australia,F,30s,N,Snorkeling,Unprovoked,Lacerations
1990,10-May-90,Australia,M,30s,N,"Snorkeling, possibly holding a fish",Unprovoked,Lacerations
1990,06-May-90,South Africa,M,22,N,Resting on surfboard,Unprovoked,Thigh severely lacerated
1990,14-Apr-90,South Africa,M,23,N,Lying on surfboard & paddling,Unprovoked,Leg bitten
1990,09-Apr-90,Australia,M,31,N,Surfing,Unprovoked,"Lacerations & abrasions, board bitten in half"
1990,08-Apr-90,Australia,M,37,Y,Free diving for trochus,Unprovoked,Presumed FATAL
1990,07-Apr-90,Australia,M,,N,Surfing,Unprovoked,"No injury, board broken in two"
1990,06-Apr-90,Australia,M,29,N,Surfing,Unprovoked,"No injury, board bitten"
1990,01-Apr-90,Usa,M,,N,Sitting on surfboard,Unprovoked,"Ankle lacerated, lower left leg severely abraded "
1990,  24-Mar-1990,Fiji,M,30,N,Swimming,Unprovoked,Lacerations to right leg
1990,05-Mar-90,Reunion,M,,N,Surfing,Unprovoked,Survived
1990,17-Feb-90,Usa,M,,Y,Scuba diving & spearfishing,Unprovoked,Right arm severed  FATAL
1990,05-Feb-90,Usa,M,33,N,Board sailing,Unprovoked,Foot bitten
1990,12-Jan-90,Usa,M,,N,Surfing (sitting on his board),Unprovoked,"No injury, board bitten"
1990,1990,Usa,M,17,Unknown,Surfing,Unprovoked,
1989,19-Dec-89,Usa,M,,N,On board 51' fishing vessel One Ki,Provoked,Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT
1989,03-Dec-89,Australia,M,17,Unknown,,Unprovoked,"No details, ""recovering in Darwin Hospital"""
1989,02-Dec-89,Australia,M,27,Y,Swimming,Invalid,"Swept out to sea, feared taken by shark"
1989,22-Nov-89,Australia,M,32,N,Surfing,Unprovoked,Thigh bitten
1989,18-Nov-89,South Africa,M,29,Y,Free diving & spearfishing,Unprovoked,FATAL
1989,12-Nov-89,Usa,M,,Y,"Wading, knocked down & swept away by large waves",Invalid,Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 
1989,02-Nov-89,Australia,M,10,N,Swimming in canal,Unprovoked,Left ankle broken & lacerated
1989,Reported 29-Oct-1989,Australia,F,31,N,Swimming,Unprovoked,Puncture marks to right calf
1989,22-Oct-89,Australia,M,17,N,Surfing,Unprovoked,"No injury, board bitten"
1989,14-Oct-89,Usa,M,,Y,Scuba diving,Invalid,"Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then shark appeared and consumed most of remains"
1989,11-Oct-89,Usa,M,12,N,Surfing,Unprovoked,Foot & leg bitten
1989,08-Oct-89,Usa,M,49,Y,Diving,Invalid,FATAL
1989,01-Oct-89,Australia,M,,Unknown,Surfing,Unprovoked,No details
1989,17-Sep-89,South Africa,M,29,N,Free diving,Unprovoked,Chest lacerated
1989,13-Sep-89,Usa,M,51,N,"Fishing, stepped on hooked shark's head",Provoked,Bitten by hooked shark PROVOKED INCIDENT
1989,10-Sep-89,Usa,Unknown,,N,Observing a shark feeding on a carcass of a humpback whale,Boat,No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass
1989,09-Sep-89,Usa,M,38,N,Hookah diving for abalone (descending),Unprovoked,Leg bitten
1989,09-Sep-89,Usa,M,31,N,Surfing,Unprovoked,Non-fatal
1989,03-Sep-89,Usa,M,46,N,Filming 5' blue shark,Provoked,Hand  & both arms bitten   PROVOKED INCIDENT
1989,29-Aug-89,Australia,M,30,N,Feeding fish,Provoked,Left leg bitten by captive shark                   PROVOKED INCIDENT
1989,22-Aug-89,Usa,M,21,N,Swimming,Unprovoked,3 wounds on left hand
1989,22-Aug-89,South Africa,M,21,N,Surfing,Unprovoked,Multiple Injuries
1989,13-Aug-89,Australia,M,17,N,Surfing,Unprovoked,"No injury, shark took chunk out of surfboard"
1989,09-Aug-89,Bahamas,F,31,N,Spearfishing,Unprovoked,Severe hand and arm injuries; right hand surgically amputated
1989,Reported    06-Aug-1989,Australia,M,41,N,Fishing for sharks,Provoked,Laceration to arm  PROVOKED INCIDENT
1969,27-Jul-89,Bermuda,M,35,Unknown,Scuba diving,Invalid,FATAL
1989,20-Jul-89,South Africa,M,34,N,Surfing,Unprovoked,Torso bitten
1989,19-Jul-89,Reunion,M,,Y,Surfing,Unprovoked,FATAL
1989,14-Jul-89,Usa,M,16,N,Surfing,Unprovoked,5-inch gash on left leg
1989,07-Jul-89,Usa,F,9,N,Playing ,Unprovoked,Leg bitten
1989,29-Jun-89,Usa,M,,N,Fell off surfboard 20' from shore,Unprovoked,Foot & ankle severely bitten
1989,17-Jun-89,Usa,M,45,N,Spearfishing,Unprovoked,Puncture wounds & lacerations to both legs
1989,06-Jun-89,Italy,M,,N,Windsurfing (urinating on his board),Unprovoked,Upper right thigh bitten
1989,05-Jun-89,South Africa,M,16,N,Surfing,Unprovoked,"No injury, board bitten"
1989,03-Jun-89,South Africa,M,28,N,Free diving,Unprovoked,Forearm bitten
1989,Jun-89,Japan,M,,N,,Invalid,"Doubtful incident, needs investigation"
1989,23-Apr-89,Usa,M,19,N,Swimming,Unprovoked,Right calf bitten
1989,12-Apr-89,Usa,M,,N,Surfing (lying prone on his board),Unprovoked,Forearm bitten
1989,09-Apr-89,Usa,Unknown,,N,,Boat,No injury to occupants. Shark rammed boat 4 times
1989,03-Apr-89,Usa,M,,N,Paddling on surfboard,Unprovoked,Calf lacerated
1989,Apr-89,Usa,M,,N,Paddling on surfboard,Unprovoked,"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by shark\92s teeth"
1989,09-Mar-89,Australia,M,27,Y,Surfing,Unprovoked,Thigh bitten FATAL
1989,04-Mar-89,Australia,M,,N,Kayaking,Boat,"No injury, but the kayak was bitten by the shark"
1989,19-Feb-89,South Africa,M,,N,Fishing,Provoked,Thigh lacerated & abraded  PROVOKED INCIDENT
1989,15-Feb-89,South Africa,M,26,N,Windsurfing,Unprovoked,Foot bruised & minor lacerations
1989,02-Feb-89,Italy,M,47,Y,"Scuba diving, but swimming on surface",Unprovoked,FATAL. His body not recovered
1989,26-Jan-89,Usa,M,24,Y,Kayaking,Invalid,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement
1989,26-Jan-89,Usa,F,24,Y,Kayaking,Unprovoked,"FATAL, thigh bitten, hands lacerated  "
1989,20-Jan-89,Usa,M,10,N,Body boarding,Unprovoked,Foot bitten
1989,20-Jan-89,South Africa,M,19,N,Lifesaving drill,Unprovoked,Thigh bitten
1989,08-Jan-89,Usa,M,,Y,Swimming in strong current with 3 others when he disappeared,Unprovoked,"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia"
1989,03-Jan-89,Australia,M,17,N,Surfing with dolphins,Unprovoked,"Abdomen lacerated, surfboard holed"
1989,1989,Papua New Guinea,F,,N,"Scuba diving, hand feeding sharks",Unprovoked,Thigh & calf bitten
1989,1989,Usa,M,,N,Spearfishing using scuba & trailing a string of bleeding fish,Unprovoked,"No injury, shark grabbed his fish and chased him to the boat"
1988,15-Dec-88,Chile,M,,Y,Skindiving,Unprovoked,FATAL
1988,08-Nov-88,Australia,M,17,Y,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Sea Disaster,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy"""
1988,07-Nov-88,Australia,M,62,Y,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Sea Disaster,FATAL
1988,24-Oct-88,Philippines,Unknown,,Y,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,Sea Disaster,"According to survivors, many people were taken by sharks"
1988,23-Oct-88,Usa,M,21,N,Surfing (sitting on his board),Unprovoked,Leg bitten & femur fractured
1988,22-Oct-88,Australia,M,38,N,Surfing,Unprovoked,Lacerations to right leg
1988,14-Oct-88,Usa,M,15,N,Surfing,Unprovoked,Lacerations to left thigh
1988,11-Oct-88,Usa,M,30,N,Surfing,Unprovoked,Left leg lacerated
1988,10-Oct-88,Usa,M,23,N,Surfing,Unprovoked,Hand lacerated
1988,06-Oct-88,Australia,M,15,N,Surfing,Unprovoked,Lower right  leg lacerated
1988,Oct-88,Usa,F,23,N,Wading,Unprovoked,Leg lacerated
1988,28-Sep-88,Usa,M,21,N,Surfing,Unprovoked,Lacerations to foot
1988,13-Sep-88,Usa,F,,N,Walking,Unprovoked,Dennis' hand injured; Ann's right forearm bitten
1988,13-Sep-88,Usa,M,38,Y,Snorkeling,Unprovoked,"FATAL, thigh & hand lacerated"
1988,22-Aug-88,Usa,M,,N,Diving in Sharkey's Reef restaurant\92s aquarium,Provoked,Arm bitten by captive shark PROVOKED INCIDENT
1988,22-Aug-88,Italy,M,16,N,,Unprovoked,Survived
1988,19-Aug-88,Japan,M,,N,,Unprovoked,Survived
1988,11-Aug-88,Usa,M,27,N,Surfing,Unprovoked,Thigh bitten
1988,23-Jul-88,Bahamas,M,,N,Free diving & spearfishing ,Unprovoked,Hand bitten
1988,19-Jul-88,Bahamas,M,28,N,Spearfishing on scuba,Unprovoked,Cheek bitten
1988,17-Jul-88,Bahamas,M,35,N,Diving,Unprovoked,Right palm lacerated
1988,11-Jul-88,Usa,F,15,N,Swimming,Unprovoked,Punctures & deep scratches to foot & buttock
1988,04-Jul-88,Usa,M,37,N,Boogie boarding,Unprovoked,Punctures to lower left leg & foot
1988,04-Jul-88,Bahamas,M,,N,Snorkeling,Unprovoked,Leg lacerated
1988,Jul-88,Bahamas,M,,N,Spearfishing,Unprovoked,Lacerations to arm
1988,16-Jun-88,South Africa,M,36,N,Spearfishing,Unprovoked,Left arm lacerated
1988,16-Jun-88,Usa,M,42,N,Scuba diving,Unprovoked,Survived
1988,09-Jun-88,Usa,M,37,N,Sittting in water with his child,Unprovoked,Left leg bitten
1988,05-Jun-88,Usa,M,12,N,Swimming,Unprovoked,Four lacerations to his ankle
1988,01-Jun-88,Usa,M,25,N,Surfing,Unprovoked,Cuts to right foot and ankle
1988,27-May-88,South Korea,F,38,Y,Shell diving,Unprovoked,FATAL
1988,10-May-88,Usa,M,31,N,Surfing,Unprovoked,Left foot bitten
1988,04-May-88,Usa,M,29,N,Surfing / treading water,Unprovoked,Left leg & right foot bitten
1988,28-Apr-88,Reunion,M,,Y,p\EAcheur de bichiques,Unprovoked,FATAL
1988,24-Apr-88,Usa,M,,N,Surfing,Unprovoked,No Injury
1988,15-Apr-88,Usa,M,24,N,Swimming,Unprovoked,Lacerations to left foot
1988,15-Apr-88,Usa,M,,Y,Onboard 21' powerboat that capsized in rough seas,Invalid,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later"
1988,14-Apr-88,Usa,M,14,N,Surfing,Unprovoked,Right hand bitten
1988,14-Apr-88,Usa,M,,N,Windsurfing,Unprovoked,"6"" laceration to left foot"
1988,10-Apr-88,South Africa,F,,Y,,Invalid,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined."
1988,31-Mar-88,Usa,F,30,N,Standing ,Unprovoked,Foot bitten
1988,25-Mar-88,Usa,M,,N,Body surfing,Unprovoked,Ankle bitten
1988,16-Mar-88,South Africa,M,17,N,Surfing,Unprovoked,"Lower left leg bitten, hand lacerated"
1988,14-Mar-88,Reunion,M,,N,Surfing,Unprovoked,Laceration to hand
1988, 15-Feb-1988,South Africa,Unknown,,N,,Boat,"No injury to occupants, pontoon puctured"
1988,14-Feb-88,South Africa,M,20,N,Surfing,Unprovoked,Ankle bitten
1988,13-Feb-88,South Africa,F,15,N,Lying atop surfboard,Unprovoked,"Leg bitten, surgically amputated"
1988,12-Feb-88,Australia,Unknown,,N,Drift fishing,Boat,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat"
1988,02-Feb-88,Fiji,M,22,N,Diving,Unprovoked,Lacerations to left arm & waist
1988,27-Jan-88,South Africa,M,22,N,Surfing,Invalid,Minor injury to leg
1988,21-Jan-88,Australia,M,,Y,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ,Invalid,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988
1988,14-Jan-88,Usa,M,,N,Fishing,Provoked,Hand bitten by captured shark PROVOKED INCIDENT
1988,06-Jan-88,South Africa,M,33,N,Attempting to lasso shark's tail,Provoked,Foot lacerated by hooked shark PROVOKED INCIDENT
1988,Reported      05-Jan-1988,South Africa,Unknown,,N,"Returning to shore, collided with shark",Provoked,"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT"
1988,1988,Australia,M,12,N,Surfing,Unprovoked,Hand bitten
1987,20-Dec-87,Philippines,Unknown,,Y,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,Sea Disaster,25 people survived; 300 shark-mutilated bodies were recovered
1987,17-Dec-87,Usa,M,16,N,Surfing,Unprovoked,Left calf bitten
1987,13-Dec-87,Australia,F,16 to 18,Y,,Invalid,Remains recovered from shark
1987,21-Nov-87,Usa,M,15,N,Surfing,Unprovoked,Leg lacerated
1987,Nov-87,South Africa,M,,N,,Invalid,Possible drowning / scavenging
1987,26-Oct-87,Usa,M,20,N,Surfing,Unprovoked,Buttock & leg bitten
1987,25-Oct-87,South Africa,M,14,N,Boogie boarding,Invalid,Abrasion to forearm
1987,11-Oct-87,South Africa,M,21,N,Spearfishing,Unprovoked,Left thigh & calf lacerated
1987,06-Oct-87,Dominican Republic,Unknown,,Y,"Vessel caught fire & capsized, survivors in the water",Sea Disaster,"Of 160 people on board, >100 missing"
1987,18-Sep-87,Australia,M,47,Y,Scuba Diving for scallops,Unprovoked,FATAL
1987,13-Sep-87,South Africa,M,24,N,Surfing,Unprovoked,Torso lacerated
1987,20-Aug-87,Usa,M,12,N,Wading,Unprovoked,Lower left leg lacerated
1987,15-Aug-87,Usa,M,40,N,Surfing (sitting on his board),Unprovoked,Fingers & surfboard injured
1987,21-Jul-87,Usa,M,27,N,Surfing,Unprovoked,Right foot & ankle lacerated
1987,12-Jul-87,Usa,F,32,N,Body surfing,Unprovoked,Left foot bitten
1987,12-Jul-87,Usa,F,16,N,Wading,Unprovoked,Puncture wounds to right foot
1987,11-Jul-87,Usa,Unknown,,N,Dropping anchor,Boat,No injury to occupants. Shark grabbed anchor 
1987,09-Jul-87,Bahamas,M,35,N,Snorkeling,Unprovoked,Right leg bitten
1987,Jul-87,Bahamas,M,,N,Spearfishing,Unprovoked,Puncture marks to torso
1987,13-Jun-87,Usa,M,,N,Fishing,Provoked,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT
1987,25-May-87,Usa,M,12,N,,Unprovoked,"6"" cut to thigh"
1987,08-May-87,Usa,M,,N,Surfing,Unprovoked,Hand lacerated  
1987,06-May-87,Australia,M,34,N,Fishing,Provoked,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT
1987,19-Apr-87,South Africa,M,,Y,Fishing,Invalid,"Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s"
1987,18-Apr-87,Usa,F,16,N,Swimming,Unprovoked,Right arm severed above elbow
1987,15-Apr-87,Usa,M,,Y,Swimming from shore to anchored sailboat,Unprovoked,"Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor"
1987,01-Apr-87,Vanuatu,M,8,Y,Swimming,Unprovoked,FATAL
1987,30-Mar-87,Australia,M,18,N,Surfing,Unprovoked,Calf lacerated
1987,30-Mar-87,South Africa,Unknown,,N,,Provoked,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT"
1987,28-Feb-87,Usa,M,,N,Windsurfing,Unprovoked,"Lacerations to toe, heel & ankle of right foot"
1987,19-Feb-87,Solomon Islands,Unknown,,Y,The inter-island ferry Vula sank in heavy weather,Sea Disaster,FATAL
1987,28-Jan-87,South Africa,M,30,N,Spearfishing,Unprovoked,Puncture wounds to right hand
1987,06-Jan-87,Australia,M,37,N,Swimming,Unprovoked,Right leg lacerated
1987,1987,Montenegro,M,,Y,Jumped into the water from a cliff,Invalid,FATAL
1987,1987,Italy,M,,N,Boat,Boat,No injury
1986,31-Dec-86,South Africa,M,,N,Spearfishing,Unprovoked,2 punctures in lower leg
1986,22-Dec-86,South Africa,M,21,Y,Body boarding,Unprovoked,"FATAL, legs bitten "
1986,11-Dec-86,Usa,M,40,N,Surfing,Unprovoked,Forearm bitten
1986,06-Dec-86,Bahamas,M,37,N,Adrift after ditching plane in the sea,Unprovoked,"No injury, bumped  by sharks"
1986,06-Dec-86,Usa,M,27,N,Free diving  & spearfishing (submerged),Unprovoked,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm"
1986,04-Dec-86,South Africa,M,22,N,Spearfishing,Invalid,"No injury, no attack, shark made threat displays"
1986,Dec-86,New Caledonia,Unknown,,N,Spearfishing,Unprovoked,Right leg bitten
1986,30-Nov-86,Usa,M,17,N,Surfing,Unprovoked,5' gash in leg
1986,19-Nov-86,Usa,M,26,N,Surfing,Unprovoked,Laceration to dorsum of left foot
1986,04-Nov-86,Usa,M,23,N,Surfing,Unprovoked,Ankle bitten
1986,17-Oct-86,South Africa,M,,N,NSB Meshing,Provoked,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT
1986,03-Oct-86,Usa,F,6,N,Swimming,Unprovoked,Hip & thigh bitten
1986,05-Oct-86,South Africa,M,32,N,Racing ski,Unprovoked,"No injury, ski bitten"
1986,01-Oct-86,Australia,Unknown,,Unknown,,Unprovoked,No details
1986,Oct-86,Usa,M,28,N,Surfing,Unprovoked,Laceration to right arm
1986,Reported 22-Sep-1986 ,Usa,Unknown,,N,,Invalid,Human hand recovered from shark's stomach
1986,Sep-86,Usa,Unknown,,N,Surfing,Unprovoked,Survived
1986,Sep-86,Usa,Unknown,18,N,Surfing,Unprovoked,Hand bitten
1986,19-Aug-86,Usa,Unknown,16,N,Surfing,Unprovoked,Hand bitten
1986,10-Aug-86,South Africa,M,35,N,Spearfishing,Invalid,"No injury, shark made threat display & impaled itself on spear "
1986,03-Aug-86,Australia,F,,N,Scuba diving,Unprovoked,Survived
1986,Aug-86,France,Unknown,,N,,Unprovoked,Survived
1986,26-Jul-86,Australia,Unknown,,N,Fishing,Boat,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water"
1986,09-Jul-86,Usa,M,8,N,,Unprovoked,Back of left thigh bitten
1986,Jul-86,South Africa,M,26,N,Spearfishing,Unprovoked,Minor lacerations on left hand
1986,18-May-86,Australia,M,,N,Scuba diving,Unprovoked,Survived
1986,15-May-86,South Korea,M,,Y,Shell diving,Unprovoked,FATAL
1986,20-Apr-86,Usa,M,,Y,"Fishing, fell from rocks & disappeared",Unprovoked,Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark
1986,Apr-86,Spain,M,,N,Diving,Unprovoked,Abrasions
1986,18-Mar-86,Spain,M,,N,Windsurfing,Unprovoked,Foot severed
1986,15-Mar-86,South Africa,M,26,N,Treading water,Unprovoked,Foot bitten
1986,05-Mar-86,South Africa,M,23,N,Surfing,Unprovoked,"No injury, board struck by shark"
1986,18-Feb-86,South Africa,M,21,N,Surfing,Unprovoked,"No injury, board bitten"
1986,17-Feb-86,South Africa,M,,N,Surfing,Unprovoked,"No injury, knocked off board"
1986,07-Feb-86,South Africa,M,46,N,Swimming,Unprovoked,Lower leg lacerated
1986,06-Feb-86,South Africa,M,29,N,Spearfishing,Unprovoked,2 punctures in upper arm
1986,01-Feb-86,Australia,M,29,N,Surfing,Unprovoked,"No injury, knocked into water & board bitten"
1986,12-Jan-86,Usa,M,22,N,Surfing,Unprovoked,Puncture wounds to both feet
1986,1986,Usa,M,16,N,Surfing,Unprovoked,"No injury, foot bumped"
1985,22-Dec-85,South Africa,M,,N,Surfing,Unprovoked,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg"
1985,10-Dec-85,Usa,M,,N,,Unprovoked,Survived
1985,11-Nov-85,Australia,M,,N,Fishing,Provoked,Laceration to lower left leg by hooked shark PROVOKED INCIDENT
1985,05-Nov-85,Usa,Unknown,,N,Boat,Boat,2 semi-circular bites on aft starboard tube of boat
1985,03-Nov-85,Usa,M,24,N,Fishing,Provoked,Forearm bitten by hooked shark PROVOKED INCIDENT
1985,24-Oct-85,South Africa,M,22,N,Body boarding,Unprovoked,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged"
1985,22-Oct-85,Usa,M,46,N,Hookah diving for abalone,Unprovoked,Minor injury to foot & ankle
1985,18-Oct-85,Usa,M,33,N,Body boarding,Unprovoked,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark"
1985,12-Oct-85,Usa,M,24,N,Floating on inner tube after diving for lobster,Unprovoked,Left arm lacerated
1985,  05-Oct-1985,Usa,M,,N,Fishing,Provoked,Laceration to leg by hooked shark  PROVOKED INCIDENT
1985,28-Sep-85,Usa,M,,N,Free diving & spearfishing (descending),Unprovoked,"Hip bumped by shark, no Injury"
1985,08-Sep-85,South Africa,M,21,Y,Swimming,Invalid,Probable drowning / scavenging
1985,08-Sep-85,Usa,M,,N,Scuba diving,Unprovoked,Laceration and 4 puncture wounds to left hand
1985,05-Sep-85,Usa,M,17,N,Swimming,Invalid,Found to be a hoax
1985,22-Aug-85,Usa,M,87,N,Wading,Unprovoked,Right calf bitten & less serious injury to left foot
1985,20-Aug-85,Usa,M,11,N,Wading,Invalid,"3"" wound on thigh"
1985,17-Aug-85,Usa,M,67,Y,Scuba diving,Invalid,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark 
1985,25-Jul-85,Usa,F,13,N,Wading,Unprovoked,Right calf bitten
1985,25-Jul-85,Usa,M,15,N,Surfing,Unprovoked,Hand bitten
1985,21-Jul-85,Usa,Unknown,,N,Bottom fishing for lingcod & had hooked a fish,Boat,"No injury to occupant, shark rammed boat catapulting it out of the water"
1985,19-Jul-85,Usa,F,10,N,Playing in knee-deep water,Unprovoked,2/3rd of left calf removed
1985,Mid Jul-1985 or mid Jul-1986,Italy,M,13,N,Snorkeling,Unprovoked,Contusion of left foot
1985,26-May-85,Usa,M,,N,"Surfing, but lying prone on his board",Unprovoked,Leg injured
1985,08-May-85,South Africa,M,39,N,Spearfishing,Provoked,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT"
1985,16-Mar-85,Usa,M,25,N,Surfing,Unprovoked,Hand bitten
1985,03-Mar-85,Australia,F,33,Y,Free diving for scallops,Unprovoked,FATAL
1985,18-Feb-85,Usa,M,29,N,Scuba Diving for lobster (at surface),Unprovoked,Bruised
1985,03-Feb-85,Usa,M,16,N,Surfing,Unprovoked,Right foot bitten
1985,27-Jan-85,South Africa,M,15,N,Swimming,Unprovoked,"Right knee, calf and ankle lacerated"
1985,18-Jan-85,South Africa,M,,Y,,Invalid,Probable drowning / scavenging
1985,17-Jan-85,South Africa,M,18,N,Surfing,Unprovoked,Thigh & calf bitten
1985,16-Jan-85,New Zealand,Unknown,,N,Investigating shark sighting,Boat,"No injury to occupant, shark bit boat"
1985,04-Jan-85,South Africa,M,34,N,Spearfishing,Unprovoked,Minor injury to torso
1985,Jan-85,New Caledonia,Unknown,,N,Spearfishing,Unprovoked,Legs bitten 
1985,Jan-85,South Africa,M,20,N,Spearfishing,Provoked,Upper right arm bitten after he shot the shark PROVOKED INCIDENT
1985,1985,Vanuatu,M,,Y,,Unprovoked,FATAL
1985,1985,Iran,M,,Y,Fishing,Unprovoked,FATAL
1984,03-Dec-84,Italy,Unknown,,N,Boat,Boat,No injury
1984,30-Nov-84,Australia,M,16,Y,Sailing on catamaran & fell into the water,Unprovoked,FATAL
1984,11-Nov-84,Usa,M,13,N,Surfing,Unprovoked,Left foot bitten
1984,04-Nov-84,Usa,M,29,N,Spearfishing,Provoked,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT"
1984,21-Oct-84,Usa,M,22,Y,Swimming,Invalid,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning"
1984,21-Oct-84,Usa,F,23,N,Surfing or body surfing,Unprovoked,"9"" laceration to right forearm "
1984,17-Oct-84,Usa,F,77,N,Wading,Invalid,"10"" laceration on leg"
1984,14-Oct-84,Usa,M,15,N,Surfing,Unprovoked,Left calf bitten
1984,30-Sep-84,Usa,M,25,N,Surfing (sitting on his board),Unprovoked,"Abrasion on right foot, board bitten"
1984,30-Sep-84,Usa,M,,N,"Free diving , but surfacing",Unprovoked,Legs & buttocks bitten
1984,23-Sep-84,Usa,M,17,N,Surfing,Unprovoked,Right foot bitten
1984,22-Sep-84,Usa,M,Elderly,N,Swimming,Unprovoked,Left foot lacerated
1984,22-Sep-84,Usa,M,16,N,Surfing,Unprovoked,Foot bitten
1984,19-Sep-84,Usa,Unknown,,Unknown,Swimming,Unprovoked,No details
1984,17-Sep-84,Usa,M,,N,Wading,Unprovoked,Arm bitten
1984,15-Sep-84,Usa,M,28,Y,Skindiving,Unprovoked,FATAL
1984,11-Sep-84,Mexico,M,,N,Spearfishing,Provoked,"No Injury, PROVOKED INCIDENT"
1984,24-Aug-84,Usa,F,31,Y,Boat capsized?,Invalid,Death was due to drowning; body scavenged by a shark
1984,07-Aug-84,Indonesia,M,,Y,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",Unprovoked,FATAL
1984,24-Jul-84,Usa,F,13,N,Swimming,Unprovoked,Lacerations on right foot
1984,24-Jul-84,Usa,F,18,N,Swimming,Unprovoked,Legs severely lacerated
1984,22-Jul-84,South Africa,M,21,Y,Spearfishing,Invalid,"FATAL, but shark involvement prior to death could not be determined"
1984,01-Jul-84,Usa,M,30,N,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",Unprovoked,Leg abraded
1984,Jul-84,South Africa,M,,N,Spearfishing,Unprovoked,"No injury, shark hit swim fin"
1984,15-Jun-84,South Africa,M,27,N,Surfing,Unprovoked,"No injury, board bitten"
1984,03-Jun-84,Usa,F,13,N,Towing her sister on plastic ski board,Unprovoked,Foot bitten
1984,03-Jun-84,Vanuatu,M,20s,Y,Swimming,Unprovoked,FATAL
1984,31-May-84,South Africa,M,28,N,Spearfishing,Unprovoked,Swim fin bitten
1984,17-Mar-84,Somalia,M,,Y,Murder,Invalid, Forced at gunpoint to jump overboard. Presumed fatal; shark involvement probable but not confirmed 
1984,14-Mar-84,South Africa,M,,N,Surfing,Unprovoked,"No injury, 8 pressure dings in surboard"
1984,10-Mar-84,South Africa,M,,N,Rowing,Boat,"No injury to occupant, shark seized oar and disappeared with it."
1984,01-Mar-84,Australia,Unknown,,Unknown,,Unprovoked,No details
1984,18-Feb-84,South Africa,M,,N,Fishing,Provoked,Leg lacerated by hooked shark PROVOKED INCIDENT
1984,17-Feb-84,South Africa,M,33,N,Scuba diving,Provoked,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT
1984,12-Feb-84,South Africa,Unknown,,Y,,Invalid,"Human remains recovered, evidence of scavenging by shark/s"
1984,11-Feb-84,Australia,M,27,N,Spearfishing,Unprovoked,Hand bitten
1984,05-Jan-84,South Africa,M,14,N,Swimming,Unprovoked,Foot bitten
