mfcc,scem,scom,srom,sbwm,tempo,rmse,momento_aux
-14.879389501857293,1081.754264074536,18.31739301357426,1698.6499759824535,1121.7808421684051,143.5546875,0.2422216832637787,Telefono
-27.617608482119785,4686.923210878448,20.442720288225114,6969.763268561485,2134.4515771552733,135.99917763157896,0.02069436013698578,Telefono
-15.372239362763981,852.1311262894371,17.492348788613114,1371.555124800609,1021.5011934442634,135.99917763157896,0.22712141275405884,Telefono
-28.181155828774965,4698.521516777711,20.233204351724126,7055.171646153567,2177.4294216617977,129.19921875,0.019778549671173096,Telefono
-15.932194872347953,1403.6203634195267,18.20534559063229,2303.403241009281,1298.5073223948984,135.99917763157896,0.21531547605991364,Telefono
-14.947814791404705,1012.8624019289405,17.715065776431135,1576.9698919663574,1074.4817216127858,135.99917763157896,0.24257192015647888,Telefono
-27.636557392299686,4676.985364148097,20.44050179393877,6963.293315418358,2136.1028997799012,129.19921875,0.020692462101578712,Telefono
-16.451581949354054,938.9460013113825,20.24166905938413,1497.2320910672854,985.3713456831808,135.99917763157896,0.20562312006950378,Telefono
-15.398385405724918,1079.1278728499242,19.408851164884915,1741.0668888667344,1136.8408504313475,135.99917763157896,0.229965478181839,Telefono
-28.41698327380993,4711.555130463791,20.29847374516643,7086.771996447216,2187.6254848091207,129.19921875,0.019446171820163727,Telefono
-14.985920202504229,950.7438997895302,17.725284210849093,1502.2781549086426,1057.8995721454123,143.5546875,0.23883232474327087,Telefono
-27.53928791326723,4672.4290031853125,20.30417880543348,6961.09503018054,2136.7614825355004,129.19921875,0.020719649270176888,Telefono
-16.468990670650317,767.6144027958678,20.113237082319344,1215.40193137326,898.6388313684495,143.5546875,0.20567159354686737,Telefono
-14.901199712709364,1048.8962165455239,18.016614807844427,1659.5055104408352,1107.3962877187723,143.5546875,0.24244095385074615,Telefono
-27.556017491854664,4679.32012022348,20.472001760003142,6961.070049666473,2130.4030969041296,151.99908088235293,0.020748447626829147,Telefono
-14.704996198310454,947.0640678878542,17.84663329778809,1486.4405089907193,1051.2270646982947,143.5546875,0.24233172833919525,Telefono
-27.509772793627505,4674.046924978961,20.533507912604048,6958.097368492605,2130.9093295760786,129.19921875,0.02073190174996853,Telefono
